topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,15800,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"It's like you were born and lived in province b, and the only relationship between province a and you is the two characters of your hometown, and the rest of the eating habits and living habits are typical people from province b.",0,0,0,Asian discrimination
Ethnic culture,15767,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"Most of the Han people in the mainland live in the mainstream ethnic group. This is our luck, and it also makes us lack the experience of ""coexistence of different groups of people"".",1,0,0,Asian discrimination
Ethnic culture,15947,What do you think of the California Asian Subdivision Act?,I know a real friend who did not come from a decent source of money. He bought a house in Irvine the year before last and gave birth to a child. His son's fate in the West was considered to be bad.,0,0,0,Asian discrimination
Ethnic culture,19676,Do you think Asian is at the bottom of racism in the United States?,"Look at Bobo, Mr. Dangli, why do they look down on China? They look down on China. They look down on themselves. Do you expect these people to go out without being Discriminated?",1,2,3,racism
Ethnic culture,17859,What do Japanese think of Chinese?,"Based on what I have seen and heard in Zhihu and personal experience, I can draw the following conclusion: Japanese service industry workers always have verbal disrespect to foreign guests.",0,1,3,Japanese
Ethnic culture,17653,What do Nanjing people think of Japan and Japanese?,It doesn't matter how you look at it. The key is who is the best.,0,0,0,Japanese
Ethnic culture,15343,Should Asians support the BLM protests?,The Democratic Party is blatantly subdividing Asians and listing Chinese Americans as subordinates. This is a very dangerous trend.,0,2,2,Asian discrimination
Ethnic culture,23781,Why did White-dominated Western civilization allow Negro such a high status?,"What is ""White-based""? ""White is dominant"" does not allow any non-White to have ""high status""?",0,2,3,Negro
Ethnic culture,16874,What happens if the BLM movement continues?,"The United States needs a purge, the United States government is too weak.",1,2,3,United States/BLM/Negro
Ethnic culture,19148,Why do many people in many countries disapprove of racism?,"The mindset is different. I didn't know what racism is since I was a child, but I don't like people with dark skin, because even if I'm a Chinese, I don't think people with dark skin look good.",0,2,2,racism
Ethnic culture,24490,Why didn't United States Negro go back to Africa and build a nation?,Then why didn't White return America to Native American and develop in Europe?,0,2,3,Negro
Ethnic culture,20656,Why does whitening become the standard for beauty?,"If a person looks whiter and looks better, I hope he looks whiter. If a person looks darker, of course it is better to be darker.",0,2,2,Complexion
Ethnic culture,21588,Why is it generally unacceptable for Chinese girls to be with African boys?,I can't accept Chinese boys and African girls.,0,1,3,Negro
Ethnic culture,15797,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,Go，back，to，America!。,0,0,0,Asian discrimination
Ethnic culture,17773,What do Nanjing people think of Japan and Japanese?,I didn't feel much in Nanjing. I went back to my hometown and was taught to use my uncle.,1,1,3,Japanese
Ethnic culture,15436,Should Asians support the BLM protests?,Of course it should be supported. Don't imagine that the United States can go back to the state it was before the outbreak.,1,1,2,BLM/Asian discrimination
Ethnic culture,15675,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"To be honest, I never thought the word Asian was very civilized.",0,0,0,Asian discrimination
Ethnic culture,22468,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?",It has to be said that the reasonable demands of the African-Americans in the United States against racism and racism have been hijacked by the radical left.,1,2,3,Negro
Ethnic culture,24145,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?",Because the number of Indians killed has not reached the level of rebellion.,1,1,3,Negro
Ethnic culture,23643,Is China serious about racism today?,"It's not racism, it's strength Discrimination.",1,1,3,Negro
Ethnic culture,19727,Do you think Asian is at the bottom of racism in the United States?,"You are all at the bottom in your own country, who do you want to be higher than when you go out?",1,2,3,racism
Ethnic culture,22857,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"It's very simple... Old Hei lives like an underdog in his own country, but when he crosses the ocean, he is so crazy that he doesn't know his last name, no matter Negro or White.",1,1,3,Negro
Ethnic culture,24497,Why didn't United States Negro go back to Africa and build a nation?,"It has been built, Libya is the country established by United States Negro back in Africa.",0,1,2,Negro
Ethnic culture,23607,Is China serious about racism today?,"Just kidding, the Han people in the college entrance examination should also add 10 points",1,2,3,Negro
Ethnic culture,17542,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"Japan is very depressing, there are a lot of perverts, Japan is not easy to get along with, and it is very xenophobic. This is probably the answer the question owner wants.",1,1,3,Japanese
minority,5298,Have you ever been discriminated by?,"Yes, I went to school in the north. During college, there was a girl from Guangxi in my dormitory. Because she didn’t eat noodles, every time she saw us eating noodles, it seemed like we were eating shit.",0,1,3,Zhuang people
Ethnic culture,19251,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"Racism can be found everywhere, except sports, which is almost the only profession in the world that relies purely on hard power.",0,2,2,racism
Ethnic culture,22304,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","So, what about English like Negative?",0,0,0,Negro
Ethnic culture,16270,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Andrew Yang is a real person, and he wrote an article with his true feelings.",0,0,0,Asian discrimination
Ethnic culture,17419,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"Depression is real, but it is also normal, and it comes from their education from childhood to adulthood.",0,2,3,Japanese
Ethnic culture,21252,Why do so many people in China hate Koreans?,"Don't talk about the wide, just say I met myself.",0,0,0,Korean
Ethnic culture,19513,Do you think Asian is at the bottom of racism in the United States?,"Does Discrimination still need to be divided into three, six, and nine classes?",0,1,3,racism
Ethnic culture,16926,What happens if the BLM movement continues?,"Ma bald and Ren Chonghao said, don't think how smart you are, most people can see through things you can see through, but from the riots to now, I think.",0,0,0,Asian discrimination
Ethnic culture,16352,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","What kind of circuit does this person have in his mind, and he is almost scolded to death when he is pushed to Chinese, Japanese, and Korean.",0,0,0,Asian discrimination
Ethnic culture,16000,What do you think of the California Asian Subdivision Act?,"A group of Chinese who can’t stay because of Trump are now obsessed with their children going to school in California and being Discriminated 20 years later, and now they are clamoring to support Trump.",1,1,3,Asian discrimination
Ethnic culture,18048,What do Japanese think of Chinese?,Japanese look at China like Chinese look at India.,1,2,2,Japanese
Ethnic culture,18390,Can Japanese understand Chinese roughly?,"For me, specialized academic books are easier to read, and oral novels are a bit more difficult to read, because China and Japan share a lot of advanced vocabulary.",1,1,2,Japanese
Ethnic culture,19332,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"Jeremy Lin is a point guard and Yao Ming is a center forward. As a point guard, Jeremy Lin competes with leading players for control of the ball everywhere. In the case of the Lakers, he even competed with Kobe Bryant.",1,2,2,racism
Ethnic culture,19757,Do you think Asian is at the bottom of racism in the United States?,"It doesn't matter if the bottom is not the bottom, as long as the immigrants born abroad are already non-my race, their Discrimination has nothing to do with us.",0,2,3,racism
Ethnic culture,24488,Why didn't United States Negro go back to Africa and build a nation?,"Because the United States society has developed to an extreme, it is likely that most parts of Africa will not be able to catch up in a few lifetimes.",1,1,2,Negro
Ethnic culture,17268,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","The main reason is that English education in China is too bad, and the Internet is relatively blocked.",1,2,3,Indian
Ethnic culture,21499,Why is it generally unacceptable for Chinese girls to be with African boys?,Because it looks black. I hate racists and Negro the most.,0,1,3,Negro
Ethnic culture,16296,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Recently, I feel more and more that some theories of ""Shangao County"" make sense.",0,0,0,Asian discrimination
Ethnic culture,20992,Are White women beautiful and why?,"What the hell question, if a woman asks ""why is the White man so handsome"" and comment on this horse, Esay, girl, who worships foreigners and foreigners will definitely be served.",1,2,3,Complexion
Ethnic culture,18986,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"Ordinary people in black, white and yellow are average in appearance, not to mention that they are like each other below the horizontal line.",1,2,2,racism
Ethnic culture,18814,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,Why do some people think sugar is sweeter than medicine? Is the formation of this taste related to potential picky eaters?,0,0,0,racism
Ethnic culture,18234,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?",Don't we also know about chink and China?,0,0,0,Japanese
Ethnic culture,24298,"What is the situation of ""black life matter"" in United States?",2020 may be destined to be an extraordinary year...,0,0,0,Negro
Ethnic culture,21051,Are White women beautiful and why?,Few of the pampered rich wives of any period are ugly.,1,0,0,Complexion
Ethnic culture,22791,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","If these African-Americans still only know how to bully Chinese-Americans who are lower-key than them, I think they will continue to be bullied by White.",1,2,2,Negro
Ethnic culture,19026,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"Negro has little contact, especially Negro that can leave a good impression on you, whether it is contact in reality or in film and television dramas.",0,1,3,racism/Negro
Ethnic culture,17821,What do Japanese think of Chinese?,Meet some Japanese sand sculpture friends.,1,1,2,Japanese
Ethnic culture,22369,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","Teacher Da Zhangwei please... I want that, that, that, that, that, that, that, that, that, that.",0,0,0,Negro
Ethnic culture,24334,"What is the situation of ""black life matter"" in United States?","A collection of lumpenproletarians, except that most of them have black skin.",1,2,3,Negro
Ethnic culture,18104,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?",I know. My colleague once asked me if you all call Japan Little Japan?,0,1,3,Japanese
Ethnic culture,20180,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,The reason why white is beautiful is simple: the embodiment of the superiority of the powerful class (universal universal)!,0,2,2,Complexion
Ethnic culture,15939,What do you think of the California Asian Subdivision Act?,It is said that five Asians and one African-American did it.,1,0,0,Asian discrimination
Ethnic culture,17664,What do Nanjing people think of Japan and Japanese?,"I found that most women generally like Japan, while men are less.",0,1,2,Japanese
Ethnic culture,20365,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"The white that Chinese people like is the white of the yellow race, not the white of the Caucasian who is as old as 30 years old and 50 years old.",0,2,2,Complexion
Ethnic culture,16221,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Dignity does not come from kneeling. The teacher made the Chinese stand up, but many foreign Chinese who are not legally Chinese but who are Chinese in appearance have not yet stood up.",0,0,0,Asian discrimination
Ethnic culture,18451,Can Japanese understand Chinese roughly?,"I can understand most of them, and most of them are in old Chinese.",1,2,2,Japanese
minority,5976,"As a Mongolian, what is it like not to speak Mongolian?","Pure Mongolian. The whole family's parents, grandparents, grandparents, and grandparents are all Mongolian, and the married sister-in-law is also Mongolian.",0,0,0,Mongols
Ethnic culture,16644,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Gao Hua is not worthy of this land, they only have gratitude in their hearts.",1,0,0,Asian discrimination
Ethnic culture,20239,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"The pursuit of dialogue is our aesthetics since ancient times, and it has nothing to do with not feeling inferior.",0,2,2,Complexion
Ethnic culture,23724,Is China serious about racism today?,"To be honest, racism is the same as appearance Discrimination.",0,2,3,Negro
Ethnic culture,24126,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?",Because the life of Native American has always been very expensive!,1,2,3,Negro / Indian
Ethnic culture,20707,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,Why do European and American Whites like to tan themselves?,1,0,0,Complexion
minority,5964,"As a Mongolian, what is it like not to speak Mongolian?","As a Han nationality, I cannot answer this question.",0,0,0,Mongols
Ethnic culture,23826,Why did White-dominated Western civilization allow Negro such a high status?,"very simple. When a person's strength is so strong that no one can beat him, his mentality changes at this time.",1,1,2,Negro
Ethnic culture,22969,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"Boycott, all-round boycott, too many soy, boy, and eg.",1,1,3,Negro
Ethnic culture,19949,Is China serious about racism today?,"In a competitive environment, Discrimination will become more and more serious.",1,2,3,racism
Ethnic culture,19689,Do you think Asian is at the bottom of racism in the United States?,"The U.S. Department of Labor accused Microsoft of hiring Negro too much as racism, but Microsoft denied it.",0,2,3,racism
Ethnic culture,14918,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,Because the little Discrimination Asian received is nothing compared to Negro.,0,2,3,Asian discrimination
Ethnic culture,15000,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","It is clearly written in United States political textbooks that almost all Asians are ""model citizens"" (model, citizen), and they are generally well-educated and cautious in dealing with things.",1,2,2,Asian discrimination
Ethnic culture,19095,"Why is there no obvious racism in China, but a more serious regional bias?","I saw someone on Zhihu say that Northeasterners are ""inferior races.",0,2,3,Northeasterners/racism
Ethnic culture,16826,What happens if the BLM movement continues?,"Not so good, the United States system is bottom-up, don't worry, each place is autonomous.",1,2,2,Negro/Asian discrimination
Ethnic culture,20726,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"China's whiteness as beauty has a class background, but it actually gives people room to change.",0,2,2,Complexion
Ethnic culture,20775,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"When the Chinese called the Westerners barbarians, they admired white beauty. Do you think the Chinese would worship barbarians and advocate white beauty?",1,2,2,Complexion
Ethnic culture,20742,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"It is still the clichéd question of ""wearing a hat and not wearing a hat"".",0,0,0,Complexion
Ethnic culture,23471,Is China serious about racism today?,"Nothing serious. Let me just say a fact: in chess, white moves first.",0,2,2,Negro
Ethnic culture,19918,Is China serious about racism today?,"I really think that China is one of the few countries that conducts discrimination based on facts. It is still a big country, and it is still under the circumstances that there is no special explanation from the top.",0,2,2,racism
minority,5162,Have you ever been discriminated by?,"I am Shanxi people. When I went to university, my non-Shanxi classmates would only say a word when they knew where I belonged.",0,1,2,Shanxi people
Ethnic culture,14755,Why don't some Canonians consider themselves Southeast Asian?,"Look at these Vietnamnative photos, who dares to say that Vietnam is East Asia?",1,2,2,Southeast Asian
Ethnic culture,20784,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"People of the yellow race are the definition imposed on us by Europeans and Americans. People say that we are of the yellow race. This concept does not belong to us, it is imposed on us by them, and we have to change it.",0,0,0,Complexion
Ethnic culture,16272,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Thank you. Yang Anze's words are not very appropriate, but it is more obvious that this is a misunderstanding caused by Chinese people's unfamiliarity with English expressions.",1,1,2,Asian discrimination
minority,6059,What do Han people think of pure Mongolians?,It is normal for the Mongolian people to have a normal view of right and wrong towards the Mongolian people.,0,1,2,Mongols
Ethnic culture,18302,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","You should know that I read a website about this before. It seems to be 2ch. I forgot, the Japanese thought it was called Little Japan very cute.",0,1,3,Japanese
Ethnic culture,24348,"What is the situation of ""black life matter"" in United States?","I think it still comes down to the fact that Negro can make trouble and dare to make trouble, just like China, those who can and dare to make trouble benefit, and those who think about reasoning in everything.",0,0,0,Negro
Ethnic culture,17558,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"Comparing Japan with China is depressing, but everyone suppresses their unseemly behavior, so it makes Japan look good internationally.",1,1,2,Japanese
Ethnic culture,17912,What do Japanese think of Chinese?,"Exchange Center for Studying in Japan, -, Zhihu is a circle about studying in Japan, you can pay attention to it~ There are a lot of well-organized learning materials and good-looking Japanese drama resources.",0,0,0,Japanese
Ethnic culture,16494,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"First of all, among the components of Chinese descent, how many went to Jianguo?",0,0,0,Asian discrimination
Ethnic culture,17931,What do Japanese think of Chinese?,"The stay is not long, and there is a big impression.",0,0,0,Japanese
Ethnic culture,19367,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"In fact, Yao Ming suffered more Discrimination.",0,0,0,racism
Ethnic culture,19647,Do you think Asian is at the bottom of racism in the United States?,Probably yes in the early days of the COVID-19 pandemic.,1,2,2,racism
Ethnic culture,21081,Are White women beautiful and why?,Can you still find ugly when you mention people watching on TV?,1,2,3,Complexion
Ethnic culture,20022,Is China serious about racism today?,"You see what I said, in my superficial understanding, there are several categories, White friends, Negro friends, compatriots from the motherland, white pigs, mud brothers, and shepherd dogs.",1,2,3,racism
Ethnic culture,14707,Why don't some Canonians consider themselves Southeast Asian?,"Looking at the ongoing Tokyo Olympics, Vietnam, which claims to be an East Asian, has not even won a bronze medal. It is not even as good as Mongolia, which has a population of more than 3 million. They have bronze medals and silver medals.",0,0,0,Southeast Asian
Ethnic culture,21873,Why would United States Negro risk his life rather than listen to the police?,"You have this idea, but others don't.",0,0,0,Negro
Ethnic culture,17641,What do Nanjing people think of Japan and Japanese?,"Guys, do the crimes committed by Japan in history have to be commemorated on December 13, the day when the tragedy started?",0,1,3,Japanese
minority,5833,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"As far as I know, Outer Mongolia is the three tribes of Khalkha, and the golden family of the Zhenger Bajing entrusted by Dayan Khan. Of course, Inner Mongolia is also authentic as Chahar and other tribes.",1,2,2,Mongols
Ethnic culture,15466,Should Asians support the BLM protests?,"In the beginning, it was considered an explosion that had been accumulated for a long time, and it should indeed be supported, but now Black, lives, matter has become Black, lives.",1,1,2,BLM/Asian discrimination
Ethnic culture,15467,Should Asians support the BLM protests?,"Surely not, what's the matter with you if black and white pinch each other?",1,1,3,BLM/Asian discrimination
Ethnic culture,20188,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"In the era when Europeans were fighting monkeys for food in the woods, the Chinese liked white skin.",0,2,3,Complexion
minority,5375,Have you ever been discriminated by?,"Before going to college, I met a few freshmen of the first class...",0,0,0,Zhuang people
Ethnic culture,22878,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,Don't expect such deafening news to unite the nation.,1,0,0,Negro
Ethnic culture,17837,What do Japanese think of Chinese?,"Think of one thing, which has nothing to do with the question.",0,0,0,Japanese
Ethnic culture,15598,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"If you have been to Europe, you will find that many people cannot speak English; if you have been to America, you will find that many liars cannot speak English; if you have seen ""Firebird"".",1,0,0,Asian discrimination
Ethnic culture,20205,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,Someone who has this kind of thinking and this problem proves that he is very black.,0,0,0,Complexion
Ethnic culture,17761,What do Nanjing people think of Japan and Japanese?,"This kind of thing is difficult to demonstrate with data, so let's talk about an example.",0,0,0,Japanese
Ethnic culture,19445,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"This question is not established, who told you that Yao Ming confiscated the Discrimination.",0,2,2,racism
Ethnic culture,23794,Why did White-dominated Western civilization allow Negro such a high status?,"History books are full of this set of operations, such as pulling a gang to fight a gang, the fourth-class stratification of the Mongols in the Yuan Dynasty, and the British colonial proxy rule, all of which are similar.",1,1,3,Negro
Ethnic culture,22782,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?",put，your，hands，out，of，the，window?,0,0,0,Negro
Ethnic culture,15762,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"Find out about the Asian subdivision bill. The White ruler would like you to say that you are Chinese instead of Asian, and even be more specific.",0,2,3,Asian discrimination
Ethnic culture,19798,How can racism in the United States be gracefully returned to the Chinese?,"In another hundred years, you don't have to complain.",0,0,0,racism
Ethnic culture,17764,What do Nanjing people think of Japan and Japanese?,"I personally hate Japanese politicians extremely, but I love Japanese culture. I grew up watching Ultraman and Pokémon since I was a child.",1,1,2,Japanese
Ethnic culture,17004,What is the status of United States Asian in Hollywood and the American drama industry?,"Why should you care about Americans? It doesn’t matter whether you are high or low. On the contrary, I care about the Chinese music scene in Chinese movies and TV dramas. Didn’t you find that foreigners account for half of the country.",0,2,2,Asian discrimination
Ethnic culture,22729,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","I remember Gao Xiaosong’s Xiao said in an episode that United States soldiers are very respected in the United States. Neighbors will mow your lawn for you, and people in the town will respect you and greet you wherever you go.",1,0,0,Negro
Ethnic culture,17989,What do Japanese think of Chinese?,"I personally (not representing all Japanese) think that one thing I like about Chinese people is that Chinese people are very humane, which is very different from Japanese.",0,2,1,Japanese
Ethnic culture,22845,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"The video I saw today, I really can't stand watching it again.",0,0,0,Negro
Ethnic culture,17890,What do Japanese think of Chinese?,"We are going to have a law class, and each class the teacher mainly answers students' questions, and spends more than ten minutes talking about the content in the second half.",0,0,0,Japanese
Ethnic culture,15022,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","Most of the people who clicked in were Tu Yile, no one cared about the opinions of Chinese Americans in North America, and there were a bunch of Chinese respondents who gave me long-winded answers, popularizing the life of Chinese Americans in North America.",0,1,3,Asian discrimination
Ethnic culture,18710,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","I have the same feeling, but I am in the aviation school of the United States.",0,0,0,Japanese
minority,5087,How are Hui girls?,"this? Do two hundred at a time. If the girl is not a special occupation, there is a high probability that she will be angry. I feel cheated by you. In China, after a girl has sex with a man, if she cannot get married.",1,0,0,Hui
Ethnic culture,16424,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Supplement: This question was pushed to me by Zhihu this morning. Since big data already knows: I am not young and I am still a cynic, so I will not hide it.",0,1,3,Asian discrimination
minority,6083,Are Mongolian women good-looking?,It just looks good! It looks really nice.,1,1,1,Mongols
minority,5411,Have you ever been discriminated by?,"Yes, my friend went to Xi'an and was Discriminated: Sichuanese are all short, right?",0,2,3,Zhuang people
Ethnic culture,15744,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"I feel that if humans emigrate to space in the future, there will definitely be a group of people who say they are not from Earth.",0,0,0,Asian discrimination
Ethnic culture,21211,Why do so many people in China hate Koreans?,"When I was still in school, the university had a Chinese and Korean Institute.",0,0,0,Korean
Ethnic culture,18624,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","One nation has hurt another, and this nation has no sense of guilt or empathy, so they can only continue to slander the country they have hurt.",1,1,2,Japanese
Ethnic culture,18548,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","When I was studying in Taiwan, I had to lie down in every class, and sometimes I was taken out and shot.",1,0,0,Japanese
Ethnic culture,20660,Why does whitening become the standard for beauty?,"I don't think it's vitamin D, what stands for non-manual workers or something.",0,0,0,Complexion
Ethnic culture,20585,Why does whitening become the standard for beauty?,"Because many people are like this, living a lifetime in vain.",0,0,0,Complexion
Ethnic culture,23000,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"If there are two ways of dealing with things in this world: civilized and barbaric, then refraining from scolding + finding police/security to deal with it is a civilized way.",1,0,0,Negro
Ethnic culture,22143,Why does Negro's appearance not fit the aesthetic of most Chinese?,"Generally speaking, the difference in appearance between Negro men and women is hair style, body shape and beard.",0,1,3,Negro
Ethnic culture,24161,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?","The more expensive the life of a slave, the happier the slave owner should be.",0,2,2,Negro
Ethnic culture,18183,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","Some know it, some don't.",0,0,0,Japanese
Ethnic culture,18850,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,Modern civilization was basically built by White.,0,1,3,Complexion/racism
Ethnic culture,15048,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","The United States police are national public officials anyway, so they have basic qualities, okay?",0,0,0,Asian discrimination
Ethnic culture,24054,United States、英国的Negro是否会Discrimination非洲Negro？,"There must be such a situation. Of course, there are also many United StatesNegro who care about their compatriots in their hometown.",1,1,2,Negro
Ethnic culture,22005,Why does Negro's appearance not fit the aesthetic of most Chinese?,"Well, in fact, Caucasians don't quite fit the aesthetics of Chinese people.",0,0,0,Negro
Ethnic culture,19747,Do you think Asian is at the bottom of racism in the United States?,I'm curious how other answerers define the so-called bottom layer?,0,0,0,racism
Ethnic culture,17675,What do Nanjing people think of Japan and Japanese?,"As a native of Nanjing, I don’t think I have any feelings for Japanese. My mother-in-law often said that the little devils are bad, but that’s all I can say. After all, almost all the pure Nanjingers were slaughtered in the massacre.",0,1,2,Japanese
Ethnic culture,21162,Why do so many people in China hate Koreans?,"There is a Korean teacher in the university, with a very cute son, he likes to play very much, once everyone else left, he and I singled out, he has good physical strength, and the game is also good.",0,0,0,Korean
Ethnic culture,18958,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"I saw a Negro some time ago, but he gave me the impression that he was super cute and wanted to take a sneak shot but failed, haha.",0,1,1,Negro
Ethnic culture,22900,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"I was really worried for the people at the scene, and they said ""China is a civilized country"" and ""you are swearing"".",0,0,0,Negro
Ethnic culture,19804,How can racism in the United States be gracefully returned to the Chinese?,"The three words elegantly basically indicate that you are ready to take off your pants and lie flat. Don't be angry when I say that, the key is whether he thinks the same way.",1,1,2,racism
Ethnic culture,20273,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"I thought that since ancient times, whiteness has been regarded as beauty. How many white skins have I seen in ancient times?",1,2,2,Complexion
minority,5683,Why are there more Mongols in China than the total population of Mongolia?,"Thank you. Because the population of Mongolia was much smaller than that of China's Mongols at the time of Mongolia's independence, that is to say, the base of Mongols in Outer Mongolia was smaller than that of China's Mongols.",1,1,2,Mongols
Ethnic culture,15234,Should Asians support the BLM protests?,"The Chinese in China, and the Chinese who plan to return to China sooner or later, should support it no matter whether it is based on the principle of morality or the principle of interests.",1,1,2,Asian discrimination
minority,5587,What do other ethnic groups in China say about the Bai (thank you)?,"Yang Rong is pretty, but I don't know anything else.",1,0,0,Bai people
Ethnic culture,17663,What do Nanjing people think of Japan and Japanese?,"As a local, I really don't like those angry beeps, and I don't know where these people live in Nanjing.",1,1,3,Japanese
Ethnic culture,16471,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Please God bless Asian, post the oath of naturalization in United States.",1,1,3,Asian discrimination
Ethnic culture,20320,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"Caucasians also like to tan themselves, who doesn't want to be different.",1,0,0,Complexion
Ethnic culture,18657,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","Wait for me to ask on Quora """" Chinese teachers almost scold Japan in every class, what should I do as a Japanese student? """,0,0,0,Japanese
Ethnic culture,17047,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","First, compared with those successful Indians in United States, Chinese are not smarter and more diligent.",0,1,2,Indian
Ethnic culture,21961,Why would United States Negro risk his life rather than listen to the police?,"If the people at the bottom can expect to understand the national police, guess why so many Yankees like to punish uncles?",0,0,0,Negro
Ethnic culture,20968,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"Sorry, but in the Book of Songs 2000 years ago, hands are like catkins and skin is like creamy fat.",1,2,2,Complexion
Ethnic culture,16516,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Fast forward to internment, camps.",0,0,0,Asian discrimination
