topic,idx,q,a,context,datatype,attitude,group
region,706,Why are so many people in other places hostile to Shanghainese?,"The definition of this question is narrow, 90% of such people will report hostility to anyone who is different from him at the same time, and the other 10% may have some bad experience related to Shanghai.",1,0,0,Shanghainese
region,2128,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Travel abroad. Listening to the Northeast's chatting in a loud voice, there is a high probability that they are not as rich as they are chatting.",0,1,3,Northeasterners
region,1043,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",Not Shanghai drift. The uncle who discovered Shanghai had an innate sense of humor.,0,1,1,Shanghainese
region,1140,What should I pay attention to when working with Shanghainese?,"I think, in Shanghai, it is necessary to ask what should be paid attention to when working with people who come to work in Shanghai from other places.",0,1,2,Shanghainese
region,3263,Why has the reputation of Henan people suddenly improved in the past year?,"The good ones should be those who blindly follow the trend, and the situation of brainless black has eased.",1,1,3,Henan people
region,4982,How does Chaoshan people feel to you?,"Located in Guangzhou, there are many Chaoshan people around.",0,0,0,Chaoshan people
region,3458,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?","Come uninvited, hide and hide, for fear of being recognized!",0,0,0,Henan people
region,3795,Where is the worst place in China to be hacked by Region discrimination?,I don't invite myself. I don't know if you have seen Weibo today.,0,0,0,Zhejiang people
region,132,Are Shanghainese really richer?,"After reading so many answers, please share your own story as a member of Shanghai.",0,0,0,Shanghainese
region,3491,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?",They hate some people just because those people hate Henan.,1,2,2,Henan people
region,3220,Why has the reputation of Henan people suddenly improved in the past year?,"When Zhejiang was hacked, I didn't refute it.",0,1,3,Zhejiang people
region,2788,Have you ever experienced Region discrimination firsthand?,"As a Northeasterners living in Shanghai, I am hahahaha.",0,0,0,Region discrimination
region,631,How serious is Region discrimination in Shanghai?,"Well, it depends on the class and status of the other party, and selectively ""discriminates"" in words and deeds or ""inclusive"" behavior.",0,2,3,Shanghainese
region,2321,What do you think of Northeasterners?,The Northeasterners I met were all afraid of the cold. I thought they were quite resistant to freezing. I laughed so hard and wasted the electricity bill in Lao Tzu's dormitory.,0,1,3,Northeasterners
region,686,Why are so many people in other places hostile to Shanghainese?,"Mutual harm at the bottom, rich people, no place of origin.",1,2,3,Shanghainese
region,2900,Have you ever experienced Region discrimination firsthand?,Any kind of labelling and one-size-fits-all cognition similar to Region discrimination is narrow and extreme.,0,2,2,Region discrimination
region,2262,What do you think of Northeasterners?,"Northeasterners, evaluation of Northeasterners' video, certainly won't involve region black, right?",0,2,2,Northeasterners
region,873,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Shanghainese is very contradictory. They are very shrewd and plan their lives carefully; in Lai Yifen stores in Shanghai, you can often see old Shanghai ladies buying hundreds of snacks at a time without blinking.",0,1,2,Shanghainese
region,2626,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","In the age of laughing at the poor but not at the prostitute, it was wrong to do anything without money.",0,1,3,Northeasterners
region,2002,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Delusion? My uncle's driver was also dressed like a man, holding a bag like a little boss.",1,1,3,Northeasterners
region,888,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","I remember when I was in college, I went back to my hometown to catch a train on 1I was about to miss it, and I happened to encounter a traffic jam again. At this time, my roommate, the little girl from Shanghai, called his dad.",0,0,0,Shanghainese
region,1913,Are Northeasterners really that grumpy?,"Seeing everyone say that, I know I'm not the only one who thinks so.",1,1,2,Northeasterners
region,3471,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?","I have not encountered. My dad went there for a few years and was bought and sold by force, and he kept saying it when he came back.",1,1,3,Henan people
region,2933,Have you ever experienced Region discrimination firsthand?,often. I don't know how our Great Anhui offends the surrounding provinces.,1,2,3,Region discrimination
region,1809,What do Northeasterners think of the Northeasterners?,"A native of Liaoning, a native of Liaoning, would like to answer, if you want to do something in the small county of your hometown, you can break your leg if you have nothing to do with it.",0,1,3,Northeasterners
region,1843,What do Northeasterners think of the Northeasterners?,"In the early morning of winter in Heilongjiang, take a breath of cool, dry air for a comfortable day!",0,0,0,Northeasterners
region,3932,Why do most Zhejiang people marry only people from the province?,"My family has a house worth 5 million that my parents helped to buy in Hangzhou, the provincial capital.",0,0,0,Zhejiang people
region,4746,"It is said that Chaoshan people are good at business, is it true? What is the manifestation?","Chaoshan merchants are famous all over the world, and they have repeatedly created business legends.",0,2,1,Chaoshan people
region,1835,What do Northeasterners think of the Northeasterners?,I ate rice from the Northeast and drank the locally produced Xiaoyao.,0,0,0,Northeasterners
region,4682,Is Region discrimination serious in Zhejiang?,"As a Zhejiang people who have lived in other provinces, let’s analyze a wave of people’s attitudes towards Zhejiang people. In some less developed provinces, many Zhejiang people will invest, or something.",0,1,2,Zhejiang people
region,3824,What do provincials think of Zhejiang people?,"Many Zhejiang people have answered this question by themselves, and there are many positive comments.",0,0,0,Zhejiang people
region,3356,Why has the reputation of Henan people suddenly improved in the past year?,"Strange, there is an older sister who is in her forties in the answering area. My sister is a little nicer, is she addicted to cross-talking?",0,2,3,Henan people
region,3718,Where is the worst place in China to be hacked by Region discrimination?,"I will summarize. Every underworld in the northeast, everyone in Guangxi engages in pyramid schemes.",0,2,3,Zhejiang people
region,40,Is it normal for Shanghainese to have five million in the family?,"Generally normal, my family is an exception, basically other people's 5 million real estate is normal!",0,0,0,Shanghainese
region,1774,What do Northeasterners think of the Northeasterners?,"As an authentic Northeasterners, he naturally has a very special feeling for this black land, and he always likes to introduce the good mountains, waters and customs of his hometown when he travels abroad.",0,0,0,Northeasterners
region,3666,Where is the worst place in China to be hacked by Region discrimination?,"Beijing, you have seen other than Beijing where you can scold locals locally.",1,2,3,Region discrimination /北京人/北京
region,392,How serious is Region discrimination in Shanghai?,Why did Zhihu recommend this to me?,0,0,0,Shanghainese
region,175,Are Shanghainese really richer?,"Aboriginals in the suburbs of Shanghai, their family members and relatives are all from Shanghai, and none of them are from other places. The family members are all well-educated. The grandfather’s generation went to junior high school, and the father’s generation was college or above.",0,1,1,Shanghainese
region,1827,What do Northeasterners think of the Northeasterners?,The group is viewed as a Northeasterners.,0,0,0,Northeasterners
region,1330,What should I pay attention to when working with Shanghainese?,"From my personal experience, you have to pay attention to the integrity of the other party.",1,1,3,Shanghainese
region,2165,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","I said two things, don't be upset.",0,0,0,Northeasterners
region,2153,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","As a Northeasterner, I went to college in Shanghai in 1995. I don't know why, but in the first year, the head teacher gave all the allowances in the class to the Northeastern students.",0,0,0,Northeasterners
region,3308,Why has the reputation of Henan people suddenly improved in the past year?,"I like Henan people, just because I like Yue Yunpeng.",1,1,2,Henan people
region,3917,Why do most Zhejiang people marry only people from the province?,"[Just say if you want to marry the Zhejiang people] Actually, what you want to ask is: I want to marry the Zhejiang people, but what should I do if I'm afraid they won't want me?",0,1,3,Zhejiang people
region,477,How serious is Region discrimination in Shanghai?,"Once when someone asked me the way in Mandarin, I impatiently dismissed him. When I saw the resentment in his eyes when he was leaving, I knew that he must think I discriminated against him.",0,2,3,Shanghainese
region,1344,What should I pay attention to when working with Shanghainese?,"Better not to work with them, too fine.",1,1,3,Shanghainese
region,2923,Have you ever experienced Region discrimination firsthand?,"It's not me, it's my high school classmate. It's a boy. He went from Guizhou to Harbin to study at university. He is a really nice and gentle boy. Because of Region discrimination, he was completely depressed.",1,2,3,Region discrimination
region,4806,What is everyone's impression of Chaoshan people?,"I am a little doctor, so I will talk about things in the hospital.",1,0,0,Chaoshan people
region,5075,How does Chaoshan people feel to you?,"Have a baby, don't give up if you don't have a boy!",1,1,3,Chaoshan people
region,4979,"Why do Chaoshan people like to call others Province Boy so much, and even Cantonese people are called Province Boy, don't they think of themselves as Cantonese?","In fact, if you want to say discrimination, it is not discrimination.",1,2,2,Chaoshan people
region,53,Is it normal for Shanghainese to have five million in the family?,"5 million assets is not difficult, as long as there is a suite, 5 million deposits, it is really the best among the people, even in Shanghai.",1,1,2,Shanghainese
region,3119,What do you think of Region discrimination or region bias?,"I was just about to write the same question, and I saw someone mentioned it, so I will share my thoughts here.",1,0,0,Region discrimination
region,2168,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","To be honest, the indicator of family status depends on how it compares.",1,1,2,Northeasterners
region,149,Are Shanghainese really richer?,"Being rich is a relative state, not an absolute state. Whether you have money or not depends on who you are compared with.",1,1,2,Shanghainese
region,3849,What do provincials think of Zhejiang people?,"Serious xenophobia, overwhelming sense of superiority, like region black.",1,1,3,Zhejiang people
region,2460,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?",Let me first declare that I personally dislike region black!,0,0,0,Northeasterners
region,804,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","I am not a drifter in Shanghai, I just stayed in Shanghai for a while with my mother to see a doctor. I just want to compare it with Beijing.",0,0,0,Shanghainese
region,4733,"It is said that Chaoshan people are good at business, is it true? What is the manifestation?","As a Chaozhou native, let me tell you my opinion.",0,2,2,Chaoshan people
region,1574,Are Northeasterners a good mix in the South?,"Northeasterners, the South goes to school (developed cities).",0,0,0,Northeasterners
region,4228,Will Zhejiang fall to the second echelon in the near future?,"It doesn't matter if Zhejiang has money or not, as long as I can have money.",0,1,3,Zhejiang people
region,1871,What do Northeasterners think of the Northeasterners?,"No, but this is my favorite hometown.",1,1,2,Northeasterners
region,978,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Not Shanghai drifters, natives. At the end of 2019, I took the clothes explained by my wife to dry cleaning, and the store was in Carrefour.",0,0,0,Shanghainese
region,4307,Will Zhejiang fall to the second echelon in the near future?,"Although I don’t know what the second echelon is, but in recent years, our Zhejiang’s GDP has been very high, let’s not say anything, Zhejiang will fall to the second echelon and I will stand upside down and wash my hair. It is located in Hangzhou.",1,1,2,Zhejiang people/Zhejiang
region,3198,Why has the reputation of Henan people suddenly improved in the past year?,Not getting better. It wasn't too bad.,1,0,0,Henan people
region,5052,How does Chaoshan people feel to you?,"I'm Chaoshan people, I think it's pretty good and friendly. I'm all my own!",0,1,1,Chaoshan people
region,2267,What do you think of Northeasterners?,"I really don't like Northeasterners. Sometimes overzealous, and only on the surface.",0,1,3,Northeasterners
region,401,How serious is Region discrimination in Shanghai?,"Serious, very serious. The phenomenon of foreigners coming to Shanghai to exclude and discriminate against locals is very serious.",0,2,3,Shanghainese
region,3349,Why has the reputation of Henan people suddenly improved in the past year?,Because the Henan people I know are excellent and friendly.,1,1,1,Henan people
region,3435,Why has the reputation of Henan people suddenly improved in the past year?,"Regarding the bad reputation of Henan people, how many Henan people have you come into contact with from birth to today?",0,1,2,Henan people
region,3756,Where is the worst place in China to be hacked by Region discrimination?,Ben Northeasterners believes that still alive and strong: Henan.,0,1,2,Zhejiang people
region,4966,What misconceptions do we have about Chaoshan people?,"There is a misunderstanding of us, because there are people who are rumored to have a rhythm.",1,1,2,Chaoshan people
region,2147,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Considering the level of development in all aspects, Northeast China is indeed more developed than Sichuan.",0,1,2,Northeasterners
region,3722,Where is the worst place in China to be hacked by Region discrimination?,"It's still Henan... It's been a lot better in recent years, but the impression that Henan people's characters are not good has been rooted in the subconscious of many people.",1,2,2,Zhejiang people
region,3963,Why do most Zhejiang people marry only people from the province?,More than half of them are out of province.,1,1,2,Zhejiang people
region,1628,What do Northeasterners think of the Northeasterners?,"In terms of ethos, I think the Northeast is a fairly free area.",0,1,1,Northeasterners
region,1708,What do Northeasterners think of the Northeasterners?,"I graduated in 2017 with an undergraduate degree in Hangzhou and Wuxi, and have been floating for two years.",0,0,0,Northeasterners
region,3939,Why do most Zhejiang people marry only people from the province?,"To answer these questions, ask yourself: Where are your parents from?",1,1,3,Zhejiang people
region,2289,What do you think of Northeasterners?,"Don't think that there are many bad people in society because there are a few bad people, and don't think that there are many good people in the Northeast because there are a few good people in the Northeast.",0,1,3,Northeasterners
region,2624,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","When I was a child, our family opened a hotel, and we have seen tourists from all over the country. To be honest, there are southerners who sell good and bad goods, and there are also liars. There are a group of southerners who sell gold goods in our house.",0,1,3,Northeasterners
region,652,Why are so many people in other places hostile to Shanghainese?,"A combination of several reasons. I am from Chengdu, Sichuan, and have worked in Shanghai for several years.",0,0,0,Shanghainese
region,2712,How to get along with Northeasterners on the Internet?,"Don't deliberately take advantage of others. When someone invites you, you should return the invitation. If you don't want to accept it, just reject it.",1,1,2,Northeasterners
region,61,Is it normal for Shanghainese to have five million in the family?,"If I don’t buy a house with this money, I feel that I am a genius in stocks or an entrepreneur.",1,0,0,Shanghainese
region,3039,Have you ever experienced Region discrimination firsthand?,"In the eyes of many Cantonese people in the past, except for Cantonese, they were all northerners!",0,1,3,Region discrimination
region,3164,为什么全世界都对Henan people有偏见？,Region black is a very low-level thing...,0,2,2,Henan people
region,1585,Are Northeasterners a good mix in the South?,"There will be a little difference in diet, temperature and various customs, but it's good to get used to it. I can be considered as a mix. Haha.",1,1,2,Northeasterners
region,1445,I would like to know what you guys think of Shanghainese?,"Due to personal work reasons, Layer has had contact with three groups of Shanghai families.",0,0,0,Shanghainese
region,3556,"Speaking of Henan people, what was your first impression?","The Henan people I heard are liars, low-quality, uneducated, farmers.",0,1,3,Henan people
region,418,How serious is Region discrimination in Shanghai?,"I think ShanghaineseRegion discrimination is also normal. Like Beijing, Shanghainese is subjected to competition from elites from all over the country. The cultural level and family background of Shanghainese cannot compare with Beijing.",0,1,3,Shanghainese
region,181,Are Shanghainese really richer?,"Some elder brothers look down on me, saying that I don't seek to be motivated, and I will eat and die.",1,0,0,Shanghainese
region,1375,I would like to know what you guys think of Shanghainese?,I've moved a few times and have a very classy old lady neighbor who I've become good friends with and play four-handed with her granddaughter.,0,0,0,Shanghainese
region,4679,Is Region discrimination serious in Zhejiang?,"Looking through the answers, I found that it was quite serious.",0,0,0,Zhejiang people
region,343,Are Shanghainese really richer?,"In 1993, my father demolished and obtained a set of public housing (70 square meters).",0,0,0,Shanghainese
region,3625,Where is the worst place in China to be hacked by Region discrimination?,"Of course Ala Shanghai. People in other regions are discriminated against because they are looked down upon because of certain shortcomings or characteristics. For example, Northeasterners are savage and Henan people are poor.",1,2,3,Zhejiang people
region,4663,Is Region discrimination serious in Zhejiang?,Wenzhou people are discriminated against to death when they go to college outside.,1,2,3,Zhejiang people
region,2832,Have you ever experienced Region discrimination firsthand?,"When I was in junior high school, I transferred from Shandong to Shanghai due to the work of my parents.",0,0,0,Region discrimination
region,2063,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","If a skilled worker with a salary of 2-3000 a month passes by, you are actually very good.",1,0,0,Northeasterners
region,514,How serious is Region discrimination in Shanghai?,Tell me about my personal experience. My ancestral home is in a certain East China province. My parents’ generation came to Shanghai to work hard in the 1990s. They bought a house and settled in Shanghai.,0,0,0,Shanghainese
region,4315,Will Zhejiang fall to the second echelon in the near future?,"Zhejiang people, come uninvited. When did Zhejiang people reach the first echelon?",0,1,2,Zhejiang people
region,3775,Where is the worst place in China to be hacked by Region discrimination?,Online is the three northeastern provinces. In reality it is Henan.,0,2,2,Zhejiang people
region,2694,How to get along with Northeasterners on the Internet?,why? Pick up any one place individually and let the people of the whole country comment.,1,0,0,Northeasterners
region,3136,What do you think of Region discrimination or region bias?,"Seriously, when I encountered Region discrimination or something, my inner monologue was that.",0,2,2,Region discrimination
region,2537,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","The economic base determines the superstructure. To put it bluntly, it means that less money is right or more.",1,1,2,Northeasterners
region,207,Are Shanghainese really richer?,"native? Many locals in Shanghai are very rich, and no matter how poor the locals are, they will not worry about the house.",0,1,3,Shanghainese
region,187,Are Shanghainese really richer?,"Uninvited, I am 310, born and raised in Shanghai for 30 years, and should be qualified to answer.",0,0,0,Shanghainese
region,3552,现在外省对Henan people的歧视还存在吗？,"Yes, when I was playing ymjh before, I told a netizen in Ningbo that I was from Kaifeng, Henan, and he asked, ""Then do you have manhole covers there?""",0,2,3,Henan people
region,2843,Have you ever experienced Region discrimination firsthand?,"I remember when I was studying in Hong Kong for graduate school, I took a compulsory course and the teacher was still the head of our department.",0,0,0,Region discrimination
region,1109,What should I pay attention to when working with Shanghainese?,"After looking at the questions and answers, I couldn't help but contribute the first answer on Zhihu.",0,0,0,Shanghainese
region,1656,What do Northeasterners think of the Northeasterners?,"Mainly because there is no Internet, large private enterprises, and foreign companies work. Anyway, I came back and earned more than before. Dalian is the place with the most IT and foreign companies in Northeast China.",0,0,0,Northeasterners
region,1878,What do Northeasterners think of the Northeasterners?,"The main reason for the economic failure of the Northeast is the climate, the cold and long winter.",0,1,2,Northeasterners/Northeasterners
region,878,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",Shanghainese dares to give and sacrifice.,1,1,1,Shanghainese
region,465,How serious is Region discrimination in Shanghai?,"Shanghainese is really pitiful, they keep saying that Shanghai is exclusive to foreigners!",1,1,3,Shanghainese
region,3815,What are the Zhejiang people you actually come into contact with? What impression did they leave on you?,I went to school in Zhejiang before. I think there are good people in Zhejiang and there are people of average quality.,0,1,2,Zhejiang people
region,3073,What do you think of Region discrimination or region bias?,"I'm not targeting one person, I'm saying, everyone in Region discrimination is garbage.",0,2,3,Region discrimination
region,3587,"Speaking of Henan people, what was your first impression?","I like Henan people, because Feng Hao, for so long, I almost forgot which Hao in his name was.",0,1,2,Henan people
region,4050,Why do most Zhejiang people marry only people from the province?,"The older generation is indeed hostile to the foreign province, while the younger generation is actually fine, but for marriages and the like, they generally look for more from the same province. Family background, eating habits, and three views all have a certain relationship.",1,1,2,Zhejiang people
region,463,How serious is Region discrimination in Shanghai?,"I didn't go much. The overall impression can be divided into three stages. At the beginning of 2000, it was obvious that the feeling was still relatively serious.",1,2,3,Shanghainese
region,4270,Will Zhejiang fall to the second echelon in the near future?,When did Zhejiang become the first echelon?,0,0,0,Zhejiang people
region,1651,What do Northeasterners think of the Northeasterners?,"If you don't send resources to the customs, Taoyuan.",0,0,0,Northeasterners
region,4374,Will Zhejiang fall to the second echelon in the near future?,"The population inflow in 2018 is second only to Guangdong. If Zhejiang is the second tier, no other province in the country can reach the second tier.",1,1,2,Zhejiang people/Zhejiang
region,3097,What do you think of Region discrimination or region bias?,"Seeing this topic, I have something to say: My Beijing Hutong Chuanzi was demolished and moved outside the Fifth Ring Road.",0,0,0,Region discrimination
region,423,How serious is Region discrimination in Shanghai?,"Before answering the question, let's talk about the background first.",0,0,0,Shanghainese
region,4491,Is Region discrimination serious in Zhejiang?,"As a Wenzhou native, my friends around me generally have such a cognition",1,0,0,Zhejiang people
region,3451,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?","I don't hate Henan. When Henan was hit, I only felt sad and sad.",0,2,2,Henan people
region,3459,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?","Recently, I bought something in Xianyu, and I didn't look carefully and found a seller in Henan. Her profile is a student, thinking that it should not be bad at a young age. As long as the things are ok, I can praise her.",0,0,0,Henan people
region,3001,Have you ever experienced Region discrimination firsthand?,"Yes, I am an old iron, and I discriminate against the people of the earth.",1,2,3,Region discrimination
region,1883,What do Northeasterners think of the Northeasterners?,"Let me tell you a point, in the Northeast there is no situation where you want to go to school but don't have one.",1,2,1,Northeasterners/Northeasterners
region,1172,What should I pay attention to when working with Shanghainese?,Thank you. Power is the calling card of everything.,0,0,0,Shanghainese
region,885,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Non-Shanghai drift, Shanghainese. But also to contribute an amazing operation by the folks.",0,1,2,Shanghainese
region,2756,How to get along with Northeasterners on the Internet?,"Normal people get along with each other, and there are basically no cultural differences in the country.",1,2,2,Northeasterners
region,264,Are Shanghainese really richer?,"I want to tell you one thing, if there is no demolition, Shanghainese is no different from other places, especially my family, there is no unit division in the generation of my parents.",0,1,2,Shanghainese
region,4323,Will Zhejiang fall to the second echelon in the near future?,"As long as the manufacturing industry is not monopolized by big companies and beaten to death by the government, there is still room for small factories and workshops in Zhejiang to survive.",0,1,2,Zhejiang people
region,46,Is it normal for Shanghainese to have five million in the family?,It is common for five million to be real estate.,1,1,2,Shanghainese
region,3638,Where is the worst place in China to be hacked by Region discrimination?,"Henan, well deserved. Heihenan is mainly divided into four groups of people.",1,2,2,Zhejiang people
region,376,How serious is Region discrimination in Shanghai?,"Well, Shanghai gossip is good, the mother in the nest talks about Shanghai gossip, and the old man talks about local gossip, just like Shanghai gossip.",1,2,2,Shanghainese
region,2016,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","The Northeast is indeed not as developed compared to the coastal cities, but generally if the family has a business, they are not going to be poor. If the Northeasterners have no money, they can still go to Hainan to buy a house.",0,1,2,Northeasterners
region,2206,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","I am Zhejiang people, I think the reason should be because you are from Sichuan!",0,1,3,Northeasterners/四川人/9
region,2927,Have you ever experienced Region discrimination firsthand?,Wo Li Heng is a traditional Chinese virtue.,1,1,3,Region discrimination
region,852,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","I'm not a Shanghai drifter, but I live near Shanghai, I study and work by myself, and I have traveled about half the world. The weird indifference of the big cities doesn't surprise me.",0,0,0,Shanghainese
region,2718,How to get along with Northeasterners on the Internet?,The Northeasterners I've come across are fine.,0,1,1,Northeasterners
region,901,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","On the way home from overtime in the early morning, put the value of ",0,0,0,Shanghainese
region,2907,Have you ever experienced Region discrimination firsthand?,"The only daughter, my ex-boyfriend often said that I was a Henan people. He felt that the Henan people were not good. Henan people stole manhole covers.",0,2,3,Region discrimination
region,3842,What do provincials think of Zhejiang people?,"You are all talking about the top cities in Zhejiang, who can talk about the west side of Zhejiang, I am very curious.",0,0,0,Zhejiang people
region,1371,I would like to know what you guys think of Shanghainese?,"Divorced family, foreigners of blood (the comments on bloodlines in the comment area are so intense, I was wrong, my bloodline means that my biological parents are foreigners, sorry).",0,0,0,Shanghainese
region,4066,Why do most Zhejiang people marry only people from the province?,"It is true, I am not from Ningbo but grew up in Ningbo.",0,1,2,Zhejiang people
region,3154,What do you think of Region discrimination or region bias?,Human beings are naturally motivated and have a simple sense of competition.,1,2,2,Region discrimination
region,3858,What do provincials think of Zhejiang people?,Let me tell you what I and the surrounding Jiangsu people think about the Zhejiang people: ,0,0,0,Zhejiang people
region,671,Why are so many people in other places hostile to Shanghainese?,"Jealousy is beyond recognition. Of course, there is hostility, and I only see it on the Internet. People hide evil in their hearts, and some people are instigated by comments on the Internet.",0,0,0,Shanghainese
region,4474,Is Region discrimination serious in Zhejiang?,"Shangyu, Zhejiang. Discrimination in the province is hardly felt -, - because I went to a school in Hangzhou that recruits students from the whole province for the sixth year of middle school, so there are students from all over the country.",1,2,2,Zhejiang people
region,429,How serious is Region discrimination in Shanghai?,"Shanghainese discriminates against foreigners who, in their eyes, are ""low quality"" and ""bad Shanghainese image"".",1,2,3,Shanghainese
region,3986,Why do most Zhejiang people marry only people from the province?,"Because most of Zhejiang people have several suites in their homes, and their fixed assets are tens of millions, they must have a house and a car when they get married.",1,1,3,Zhejiang people
region,1803,What do Northeasterners think of the Northeasterners?,"Just talking about the home province, a few are more impressive.",0,0,0,Northeasterners
region,430,How serious is Region discrimination in Shanghai?,as serious as anywhere else.,1,1,3,Shanghainese
region,3595,"Speaking of Henan people, what was your first impression?","I don't know. If I was asked to tell you, I would also tell you that I was born and raised in Gushi, Xinyang. We are located in the southeast of Henan Province and east of Xinyang.",0,0,0,Henan people
region,3670,Where is the worst place in China to be hacked by Region discrimination?,"I'm just wondering, what kind of people discriminate against Northeasterners.",0,2,3,Zhejiang people
region,3404,Why has the reputation of Henan people suddenly improved in the past year?,"Non-Henan people, forcibly answer a wave.",0,0,0,Henan people
region,3633,Where is the worst place in China to be hacked by Region discrimination?,Your question topic just added a Henan What do you want me to answer.,0,0,0,Zhejiang people
region,3386,Why has the reputation of Henan people suddenly improved in the past year?,"In fact, Shanghainese is the most hacked. Whether it is a film or television drama or the Spring Festival Gala, the image of Shanghainese is not good.",1,2,3,Henan people
region,2740,How to get along with Northeasterners on the Internet?,"It's good to get along normally, he's good to you, you're good to him, and it's easy to get along.",0,1,1,Northeasterners
region,558,How serious is Region discrimination in Shanghai?,"Young people don't, but for uncles and aunts in the age group of forty years old, I really have nothing to say, and I really don't know where the sense of superiority comes from.",1,2,3,Shanghainese
region,5036,How does Chaoshan people feel to you?,Chaoshan boss loan without blinking?,0,1,2,Chaoshan people
region,588,How serious is Region discrimination in Shanghai?,"If you are not determined to marry a broadband man or a fence woman, this kind of discrimination has little effect.",1,2,3,Shanghainese
region,3773,Where is the worst place in China to be hacked by Region discrimination?,"Taking Henan, Northeast China, Anhui, Shandong, and Jiangxi as examples, the main features are: large agricultural provinces, large population, underdeveloped economy, more people right and wrong, and more people poor.",0,2,3,Zhejiang people
region,2663,How to get along with Northeasterners on the Internet?,"I think it's the same all over the country. To make true friends, you must first have an honest attitude, and the other party is the same, so that the two of you will gradually become familiar with each other.",1,1,2,Northeasterners
region,4970,What misconceptions do we have about Chaoshan people?,Patriarchal. I heard my parents say that not long ago.,0,2,3,Chaoshan people
region,2019,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Going to university in the Northeast, I was confused by this phenomenon, just like the subject. There are few boys in our class, and there are only two dormitories, and the relationship is relatively harmonious. In the region, Hejiliao accounts for half of them.",0,1,3,Northeasterners
region,3348,Why has the reputation of Henan people suddenly improved in the past year?,"Because there are so many people, black can also be said to be white.",1,1,3,Henan people
region,941,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Some time ago, I was added to WeChat in an investment group, and I didn't care too much. The people who added me on WeChat just simply chatted and reported their home and sent me some photos by the way.",0,0,0,Shanghainese
region,3110,What do you think of Region discrimination or region bias?,"I have something to say about the regional prejudice. Here is an example of the Northwest. Those who only know that the Northwest is poor, desert, and arid are indeed too narrow in their knowledge.",0,2,3,Region discrimination
region,1640,What do Northeasterners think of the Northeasterners?,"The front is east, the back is west, the left is north, and I look forward to the left.",0,0,0,Northeasterners
region,1748,What do Northeasterners think of the Northeasterners?,"Three years ago, when I settled on a college, most of my classmates reported to Liaoning. I applied to other provinces because I didn’t want to be in the Northeast anymore.",0,0,0,Northeasterners
region,148,Are Shanghainese really richer?,I don't know how to be richer.,1,1,2,Shanghainese
region,2463,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","I am an electrical engineering student at the China Southern Airlines School of Automation. The monitor of my undergraduate degree is a Northeasterner. After graduation, he said he lost money in a casino, and then asked everyone in our class and the next class to borrow money, ranging from a few thousand.",1,1,3,Northeasterners
region,2501,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","I firmly believe that in reality, well-intentioned criticisms are in the majority, and malicious smears are in the minority!",1,2,2,Northeasterners
region,2938,Have you ever experienced Region discrimination firsthand?,"Not directed at me, but felt slightly offended.",0,0,0,Region discrimination
region,4053,Why do most Zhejiang people marry only people from the province?,Because Zhejiang was kicked out of China.,0,1,3,Zhejiang people/Zhejiang
region,4553,Is Region discrimination serious in Zhejiang?,"When I went to college, my classmates asked me where I was, and I said I was from Zhejiang, where is Zhejiang?",0,0,0,Zhejiang people
